Clip,L1 Loss,L2 Loss,SNR (dB)
62130,3.039045,17.757263,19.28
62131,2.907784,15.990715,19.89
62132,2.772987,14.570890,20.56
62133,2.697006,13.510005,21.38
62134,2.585056,12.069155,22.59
62135,2.491253,11.333302,23.64
62136,2.330304,9.949081,24.93
62137,2.418446,10.606272,25.25
62138,2.206137,9.096386,26.33
62139,2.209275,8.240644,27.02
62140,2.321290,8.263191,27.19
62141,2.231212,7.795711,27.56
62142,2.230710,7.710679,27.70
62143,2.097522,7.059529,28.15
62144,1.912355,5.802512,29.08
62145,1.643612,4.414581,30.31
62146,1.471361,3.530302,31.31
62147,1.501882,3.726195,31.09
62148,1.735456,4.892961,29.92
62149,1.821656,5.637438,29.32
62150,1.643022,4.847488,29.98
62151,1.618971,4.202263,30.61
62152,1.684844,4.608071,30.19
62153,1.902121,6.247280,28.85
62154,2.377797,11.218107,26.26
62155,2.467340,11.709950,25.90
62156,2.370471,10.638625,26.00
62157,2.311967,9.981771,25.86
62158,2.565728,11.909802,24.57
62159,2.245764,8.331527,25.45
62160,2.524800,11.703628,23.33
62161,2.597707,13.312223,22.20
62162,2.835296,15.091995,21.22
62163,2.819122,13.940723,21.15
62164,2.988710,15.112466,20.49
62165,3.220054,17.702814,19.64
62166,3.375231,19.907890,19.20
62167,3.489050,21.702631,19.13
62168,3.152043,17.121881,20.61
62169,3.379155,18.858429,20.60
62170,3.302970,18.818617,20.74
62171,3.246060,17.495928,20.98
62172,3.161869,16.508387,20.95
62173,3.460734,19.408176,19.87
62174,3.169771,17.737358,20.05
62175,3.175457,18.622255,20.14
62176,3.852192,24.759453,19.31
62177,4.291494,28.975151,18.75
62178,4.134832,27.614389,18.83
62179,3.434210,19.643812,19.93
62180,3.614586,21.867889,18.75
62181,3.469393,21.959955,17.84
62182,3.188583,18.089949,18.21
62183,3.130026,17.198830,18.41
62184,2.995191,16.438257,18.93
62185,3.090457,17.496910,19.10
62186,3.140045,17.409153,19.60
62187,3.134349,16.983074,20.17
62188,3.202806,18.071539,20.30
62189,3.301314,18.786572,20.37
62190,3.335593,18.051405,20.59
62191,3.347771,18.158195,20.43
62192,3.196799,16.742167,20.49
62193,3.106270,15.776704,20.37
62194,2.787656,12.777014,20.98
62195,3.088570,16.040186,19.95
62196,3.189228,17.777412,19.77
62197,2.874626,15.445073,20.64
62198,2.988969,16.733196,20.46
62199,3.234779,18.933773,19.96
62200,3.337663,19.240908,19.82
62201,3.133921,17.231501,20.15
62202,3.167081,17.408752,20.02
62203,3.173428,16.593195,20.16
62204,2.966843,15.241387,20.50
62205,3.005994,15.368364,20.49
62206,2.782695,13.253293,21.26
62207,2.890316,13.473472,21.54
62208,2.953663,14.945395,21.52
62209,3.054761,15.651812,21.62
62210,2.990090,15.163820,21.88
62211,2.869906,13.544213,22.36
62212,2.588057,10.176650,23.39
62213,2.393930,9.178345,23.57
62214,2.532297,10.182561,23.02
62215,2.628522,11.709311,22.61
62216,2.611905,11.510909,22.89
62217,2.908299,14.434192,22.10
62218,2.938391,14.336197,22.28
62219,2.860427,13.186831,22.72
62220,2.631133,11.830093,23.17
62221,2.711445,11.966119,23.11
62222,3.654057,22.939344,20.27
62223,3.437825,20.853075,20.63
62224,3.228367,17.824152,21.30
62225,3.016147,15.335982,21.99
62226,2.996010,15.227502,22.15
62227,3.257017,15.992052,22.21
62228,3.112151,15.568796,22.63
62229,3.463769,18.317614,22.08
62230,3.665165,20.517334,21.56
62231,3.333184,17.985178,22.02
62232,3.251317,16.097414,22.28
62233,2.996273,14.090988,22.70
62234,2.430243,9.382803,24.41
62235,2.199457,7.960627,25.18
62236,2.246431,8.443904,24.99
62237,2.651867,11.500955,23.72
62238,2.171702,8.127664,25.33
62239,2.128783,7.350636,25.89
62240,2.203381,8.228345,25.57
62241,2.237118,7.927845,26.02
62242,2.562089,10.355771,25.28
62243,3.045918,16.445690,23.71
62244,2.911780,16.939606,23.99
62245,2.179805,9.004915,27.10
62246,1.883924,5.728693,29.32
62247,1.880598,5.826654,29.36
62248,2.855305,12.486172,20.93
62249,2.678016,10.852142,21.47
62250,2.421358,8.925340,22.27
62251,2.133067,7.172841,23.20
62252,2.143888,7.501147,23.03
62253,2.226272,8.502909,22.56
62254,2.206224,7.918477,22.94
62255,1.918030,6.271092,24.02
62256,1.727624,5.173162,24.89
62257,2.228060,8.519660,22.74
62258,2.527239,11.169135,21.56
62259,2.269055,8.632527,22.70
62260,2.249487,9.109976,22.51
62261,2.553475,12.153771,21.32
62262,2.442958,11.492285,21.64
62263,2.463536,12.242699,21.45
62264,2.532893,12.241465,21.55
62265,2.377032,10.942834,22.13
62266,2.425282,10.968152,22.19
62267,2.449688,11.146873,22.16
62268,2.454146,11.437147,22.07
62269,2.340688,10.364848,22.47
62270,2.245148,9.539015,22.75
62271,2.038626,7.425977,23.72
62272,2.008024,6.874009,23.90
62273,1.940956,6.316471,24.09
62274,1.925421,6.087464,24.09
62275,1.996462,6.506442,23.68
62276,2.124943,8.039419,22.67
62277,2.009363,7.304383,23.08
62278,1.962823,6.789972,23.44
62279,1.761743,5.328330,24.58
62280,1.660919,4.809383,25.16
62281,1.749004,4.955630,25.20
62282,1.760817,4.983739,25.35
62283,1.727271,5.042178,25.48
62284,1.705107,5.024493,25.66
62285,1.483847,3.884227,26.91
62286,1.486745,4.072778,26.80
62287,1.639471,5.073260,25.91
62288,1.597598,5.514679,25.56
62289,1.513092,4.883727,26.04
62290,1.733141,5.428107,25.50
62291,1.650091,4.886792,25.85
62292,1.581875,4.350492,26.24
62293,1.679319,4.793723,25.73
62294,1.744593,5.442542,25.13
62295,1.798587,5.854895,24.82
62296,1.962919,6.832328,24.25
62297,2.010099,7.204137,24.19
62298,2.221548,8.479189,23.70
62299,2.462746,9.621943,23.42
62300,2.980279,13.700396,22.18
62301,3.220101,15.296609,22.00
62302,3.229693,15.137027,22.32
62303,3.024414,14.063321,22.91
62304,2.753938,11.776543,23.92
62305,2.294953,8.367400,25.62
62306,2.035482,7.019988,26.59
62307,2.130909,7.816753,26.27
62308,2.227646,8.213428,26.11
62309,2.101552,7.432613,26.50
62310,2.211640,8.177054,25.97
62311,2.180403,7.734320,26.00
62312,1.856044,5.449409,27.24
62313,1.804396,5.286324,27.09
62314,1.949561,6.149090,26.13
62315,2.022099,6.464275,25.61
62316,1.899821,5.633075,25.92
62317,2.253725,7.970659,24.15
62318,2.666375,10.645498,22.64
62319,2.299429,8.419585,23.48
62320,2.127823,7.339907,23.94
62321,2.346296,8.516032,23.21
62322,2.340713,8.740016,23.06
62323,2.120331,7.347362,23.82
62324,2.134052,7.277054,23.89
62325,2.237095,7.955859,23.53
62326,2.201142,8.305182,23.40
62327,1.952754,6.349401,24.65
62328,2.129743,7.358185,24.12
62329,2.182358,7.440504,24.21
62330,2.092981,6.885187,24.71
62331,2.159851,7.642578,24.41
62332,1.937870,6.436421,25.30
62333,1.919899,6.418398,25.45
62334,2.029109,6.716496,25.30
62335,1.823802,5.477408,26.14
62336,1.865820,5.661754,25.86
62337,2.141119,7.674228,24.30
62338,2.242877,8.590254,23.50
62339,2.188185,8.040490,23.47
62340,2.413011,8.677955,22.85
62341,2.299128,8.242158,22.84
62342,2.053640,7.112356,23.32
62343,1.939979,6.780263,23.39
62344,1.855603,6.599137,23.41
62345,1.777942,5.727912,23.97
62346,1.865593,5.794566,23.91
62347,1.808134,5.238201,24.36
62348,1.839567,5.531725,24.17
62349,1.908287,5.823044,24.02
62350,1.771340,4.786874,24.98
62351,1.810979,4.937634,24.99
62352,1.880463,5.495673,24.69
62353,1.906356,5.924204,24.55
62354,2.028903,7.029562,24.03
62355,2.061498,7.218681,24.16
62356,2.103252,7.655851,24.15
62357,2.092394,7.900016,24.24
62358,2.246561,9.134082,23.81
62359,2.326101,9.704209,23.69
62360,2.436628,10.726237,23.38
62361,2.532619,11.768857,23.02
62362,2.718243,13.231909,22.51
62363,2.821844,14.375310,22.11
62364,3.053440,16.559008,21.42
62365,2.980741,16.038237,21.46
62366,2.879895,14.823532,21.71
62367,2.924453,15.275723,21.50
62368,2.994258,15.698051,21.31
62369,2.862077,14.532353,21.56
62370,2.943669,15.687689,21.12
62371,3.078956,16.915258,20.68
62372,3.039363,15.888256,20.84
62373,2.747612,12.840391,21.66
62374,2.508762,11.081721,22.24
62375,2.467093,10.750200,22.34
62376,2.318879,9.786819,22.75
62377,2.209874,8.572961,23.35
62378,2.345941,9.022956,23.16
62379,2.517602,9.989774,22.75
62380,2.209292,7.978393,23.74
62381,2.089356,7.200592,24.18
62382,2.210570,8.095183,23.66
62383,2.311625,8.731571,23.29
62384,2.063853,6.957402,24.22
62385,1.920495,6.046965,24.76
62386,1.920509,6.073537,24.68
62387,2.004271,6.752307,24.17
62388,1.909324,6.156020,24.52
62389,1.864815,5.770930,24.78
62390,1.897361,5.586344,24.92
62391,1.863697,5.770627,24.79
62392,1.838287,5.243182,25.23
62393,1.862211,5.356820,25.16
62394,2.043240,6.571915,24.30
62395,2.256555,7.796680,23.59
62396,2.402581,8.692696,23.16
62397,2.388905,8.662018,23.22
62398,2.384832,8.513885,23.36
62399,2.153385,7.060624,24.25
62400,1.968574,6.267161,24.87
62401,1.859507,6.111564,25.09
62402,1.791187,5.847272,25.40
62403,2.005854,6.648368,24.98
62404,2.281075,8.239886,24.17
62405,2.513521,9.786777,23.55
62406,2.340032,8.474920,24.29
62407,2.299163,8.231654,24.48
62408,2.423258,8.804481,24.23
62409,2.380778,8.756234,24.25
62410,2.241901,8.422686,24.38
62411,2.298905,8.465096,24.28
62412,2.204390,7.591706,24.68
62413,1.984767,6.472761,25.31
62414,1.974734,6.513584,25.23
62415,1.949122,6.444779,25.26
62416,2.022590,7.036361,24.91
62417,2.191622,8.063827,24.40
62418,2.115484,7.990442,24.56
62419,2.083193,7.796390,24.81
62420,2.141337,8.097026,24.80
62421,2.147306,8.075742,24.97
62422,2.032667,7.003592,25.73
62423,2.027493,6.661005,26.06
62424,1.933891,6.103822,26.52
62425,1.894831,5.820284,26.78
62426,1.765109,5.051530,27.44
62427,1.726778,4.666619,27.84
62428,1.700746,4.513969,28.06
62429,1.821872,5.439901,27.35
62430,1.672452,4.702318,28.15
62431,1.537366,4.179803,28.85
62432,1.517375,3.999401,29.27
62433,1.541278,3.912582,29.62
62434,1.412177,3.141887,30.81
62435,1.407575,3.105113,31.07
62436,1.474223,3.482388,30.75
62437,1.545156,3.740022,30.58
62438,1.648660,4.187221,30.17
62439,1.782855,4.646681,29.77
62440,1.783512,4.681295,29.77
62441,1.516912,3.580038,30.92
62442,1.496405,3.466842,31.03
62443,1.402083,3.090401,31.49
62444,1.407518,3.223286,31.27
62445,1.513822,3.590796,30.76
62446,1.527668,3.774024,30.51
62447,1.521684,3.758767,30.50
62448,1.539721,3.881716,30.35
62449,1.513981,3.704095,30.55
62450,1.524522,3.757014,30.49
62451,1.519313,3.860227,30.37
62452,1.457670,3.673962,30.60
62453,1.357211,3.271869,31.11
62454,1.324624,3.088387,31.37
62455,1.352287,3.206955,31.21
62456,1.396194,3.216001,31.21
62457,1.182956,2.250811,32.76
62458,1.274073,2.595922,32.14
62459,1.383175,3.054823,31.43
62460,1.369266,3.112518,31.35
62461,1.369529,3.130951,31.32
62462,1.437879,3.699491,30.59
62463,1.458457,4.098978,30.15
62464,1.426729,3.643127,30.67
62465,1.356012,3.530906,30.81
62466,1.406396,3.743021,30.57
62467,1.491991,3.913143,30.40
62468,1.547618,4.333225,29.98
62469,1.712976,4.742239,29.61
62470,2.003093,6.219326,28.46
62471,1.915225,5.573351,28.97
62472,1.945964,5.526121,29.04
62473,1.710158,4.440654,30.02
62474,1.580930,4.027701,30.48
62475,1.594915,3.934524,30.62
62476,1.691851,4.469419,30.08
62477,1.850419,5.440230,29.21
62478,1.555853,4.150845,30.34
62479,1.510466,3.661819,30.80
62480,1.523987,3.526471,30.80
62481,1.633680,4.243618,29.79
62482,2.167414,7.627568,26.98
62483,1.967764,6.817654,27.12
62484,1.913150,6.370671,27.01
62485,2.118198,7.324869,25.94
62486,2.240066,8.519171,24.78
62487,2.124316,7.973577,24.53
62488,2.184796,8.875795,23.56
62489,2.323086,9.912877,22.62
62490,2.565330,12.451367,21.24
62491,2.456021,12.134172,21.07
62492,2.261648,10.870801,21.32
62493,2.390448,11.496406,20.90
62494,2.484003,11.582774,20.75
62495,2.359390,10.274872,21.23
62496,2.229747,9.396007,21.62
62497,2.288632,9.552121,21.59
62498,2.466546,10.519453,21.25
62499,2.662940,15.072588,21.04
62500,2.155146,7.927585,23.42
62501,2.171653,7.569310,23.37
62502,2.232618,8.046020,23.04
62503,2.369874,9.158692,22.55
62504,2.695413,11.442368,21.74
62505,2.755370,11.934269,21.77
62506,2.863483,13.121462,21.55
62507,2.915998,13.578571,21.51
62508,2.901690,14.230220,21.33
62509,2.708140,13.449558,21.50
62510,2.917478,14.589099,20.96
62511,2.945681,14.614535,20.63
62512,2.936609,14.714623,20.21
62513,2.702833,13.845786,20.07
62514,2.554851,12.416048,20.19
62515,2.868512,15.017109,19.13
62516,3.075561,15.649746,18.89
62517,3.148922,16.781702,18.75
62518,3.031760,16.448536,19.30
62519,2.694471,11.974254,21.40
62520,3.330327,17.319550,20.70
62521,3.596863,19.784643,20.71
62522,3.838322,22.780029,20.38
62523,3.578224,21.359766,20.66
62524,3.055786,15.558020,21.77
62525,2.731650,12.082731,22.25
62526,2.915343,13.711171,21.13
62527,2.817006,12.854916,21.08
62528,2.872984,13.067020,20.86
62529,2.664266,12.537595,21.03
62530,2.627665,12.409531,21.14
62531,2.609665,12.655745,21.17
62532,2.528886,12.958237,21.26
62533,2.440897,12.348836,21.74
62534,2.442837,11.931222,22.29
62535,2.493102,11.160252,23.13
62536,2.521497,10.561395,24.03
62537,2.497154,10.833613,24.58
62538,2.284836,8.867964,26.06
62539,2.293919,9.244498,26.42
62540,2.293662,10.247489,26.38
62541,2.253217,9.710079,26.90
62542,1.986764,7.103315,28.44
62543,1.554061,4.981731,30.09
62544,1.836506,5.484086,29.70
62545,2.561495,11.241430,26.54
62546,2.393851,9.369843,27.01
62547,2.858154,13.203814,24.91
62548,2.691815,12.551415,24.30
62549,3.124749,16.108164,22.15
62550,3.033993,15.656701,20.93
62551,3.096126,16.075687,19.80
62552,2.617569,10.964749,21.05
62553,2.763307,12.423794,20.50
62554,2.932412,14.026137,20.18
62555,2.843724,13.178574,20.73
62556,2.645120,11.364964,21.56
62557,2.695220,12.145351,21.31
62558,2.759517,12.268044,21.14
62559,2.709159,11.701760,21.17
62560,2.694977,11.549144,21.10
62561,2.688361,11.568800,21.11
62562,2.856880,12.992698,20.75
62563,3.060930,16.595697,19.86
62564,3.089010,15.974331,20.11
62565,3.094193,15.393073,20.25
62566,2.918336,13.725653,20.63
62567,2.659890,11.394904,21.26
62568,2.699533,11.070319,21.33
62569,2.637995,11.164438,21.42
62570,2.899323,14.260146,20.62
62571,2.538953,11.458403,21.77
62572,2.672572,12.897231,21.37
62573,2.555019,12.090334,21.62
62574,2.740321,13.487457,21.01
62575,2.964505,15.756039,20.11
62576,3.155290,17.350393,19.64
62577,3.136133,17.026804,19.92
62578,3.177933,17.098921,20.32
62579,2.965813,15.212853,21.33
62580,2.868016,14.068361,22.19
62581,3.434556,18.402159,21.46
62582,3.213266,16.019207,22.15
62583,2.868694,13.825396,22.54
62584,3.100908,15.424462,21.56
62585,2.822228,13.369524,21.43
62586,2.868432,14.198374,20.17
62587,2.985250,15.632749,19.02
62588,2.823093,14.101720,19.13
62589,2.996627,15.922627,18.57
62590,3.080322,16.806505,18.57
62591,3.074034,17.109318,18.92
62592,3.126061,17.869698,19.28
62593,2.988955,17.406485,19.93
62594,3.103453,16.893782,20.52
62595,3.174879,17.506613,20.62
62596,2.960801,14.600416,21.44
62597,2.804847,13.196690,21.70
62598,2.643239,11.760827,21.92
62599,2.602533,11.024281,21.92
62600,2.591515,10.844203,21.87
62601,2.628478,11.131367,21.93
62602,2.491747,10.795898,22.54
62603,2.351820,10.388812,23.43
62604,2.447555,10.473468,24.16
62605,2.393216,10.309122,24.96
62606,2.231207,9.150973,26.10
62607,1.978521,6.947847,27.75
62608,1.903591,6.458221,28.35
62609,1.853020,6.249643,28.68
62610,1.583657,4.732668,29.98
62611,1.552206,4.308279,30.44
62612,1.758901,5.288297,29.60
62613,1.831832,5.502820,29.48
62614,2.018137,6.639934,28.72
62615,1.922932,5.818450,29.35
62616,1.941427,5.880145,29.37
62617,2.710195,10.746730,26.80
62618,2.689076,11.128829,26.53
62619,2.622566,11.233403,26.20
62620,2.857711,13.518434,24.90
62621,2.995889,14.472836,23.92
62622,3.086989,15.568907,22.72
62623,3.397017,18.023762,21.29
62624,3.159344,15.311377,21.38
62625,2.986345,13.747799,21.48
62626,2.949147,13.865561,21.10
62627,2.946944,13.485803,20.93
62628,2.839983,12.748807,20.87
62629,2.881048,13.590922,20.37
62630,2.832808,13.157368,20.44
62631,3.009056,15.218241,20.08
62632,3.138447,16.748173,20.07
62633,3.104398,16.341047,20.57
62634,2.919089,14.329638,21.35
62635,2.991505,15.101724,21.15
62636,3.218821,17.622976,20.28
62637,3.605697,20.636423,19.31
62638,3.165228,15.918302,20.14
62639,2.939286,14.634768,20.32
62640,2.845194,13.383623,20.71
62641,2.762917,13.072608,21.02
62642,2.761485,12.820040,21.45
62643,2.605556,12.087567,22.01
62644,2.339622,10.240074,22.92
62645,2.338037,9.875084,23.08
62646,2.547583,11.648896,22.20
62647,2.718499,12.636093,21.50
62648,3.098830,15.741068,20.16
62649,3.218241,17.420624,19.42
62650,3.640947,21.800049,18.39
62651,3.571734,20.859684,18.89
62652,3.528276,20.052046,19.66
62653,3.520262,20.068180,20.43
62654,3.358118,19.252602,21.11
62655,3.255229,17.639780,21.75
62656,3.203938,17.003975,21.88
62657,3.257710,16.967274,21.61
62658,2.908132,14.072697,21.87
62659,3.049590,16.659660,20.71
62660,2.986595,16.892218,20.42
62661,2.989136,14.914804,20.97
62662,3.164152,17.141375,20.57
62663,3.440115,20.419725,20.19
62664,3.442940,19.244379,20.89
62665,3.227823,17.424025,21.53
62666,3.280448,18.538218,21.28
62667,3.149061,17.469944,21.37
62668,2.589895,11.354828,22.92
62669,2.639486,10.935229,22.61
62670,2.968865,13.790141,21.24
62671,3.133085,15.834534,20.39
62672,2.967427,14.323730,20.69
62673,3.022572,15.359517,20.24
62674,3.219384,18.424074,19.35
62675,3.253223,18.896875,19.24
62676,3.351473,19.787493,19.17
62677,3.152909,18.061010,19.84
62678,3.046494,15.841379,20.83
62679,3.084952,15.459445,21.47
62680,2.788987,13.100471,22.78
62681,3.549082,21.267277,21.28
62682,3.683706,22.443274,21.40
62683,4.185948,28.216667,20.53
62684,3.798695,24.466249,21.00
62685,3.220781,17.567352,22.08
62686,2.845347,14.446796,22.36
62687,2.724610,13.082908,22.25
62688,2.531679,10.415723,22.87
62689,2.526221,10.131946,22.92
62690,2.450341,9.703971,23.21
62691,2.182737,8.258579,24.02
62692,2.337105,9.097087,23.62
62693,2.886377,13.626404,21.78
62694,2.771163,13.988627,21.49
62695,2.436676,10.247725,22.59
62696,2.798498,12.337075,21.66
62697,2.777492,12.018399,21.89
62698,2.636265,11.073103,22.60
62699,2.770273,13.457503,22.19
62700,3.102948,17.144451,21.56
62701,3.143695,17.317577,21.78
62702,2.956961,16.247349,22.19
62703,3.056116,17.987951,21.76
62704,3.186388,19.071188,21.39
62705,2.938261,15.616356,22.08
62706,2.452426,10.525026,23.67
62707,2.643955,11.539899,23.18
62708,2.765647,11.962869,22.97
62709,3.045493,14.433727,22.18
62710,2.916753,13.718347,22.35
62711,2.770741,12.797962,22.52
62712,2.463596,10.062007,23.37
62713,2.428102,9.861291,23.26
62714,2.421982,10.259184,22.91
62715,2.624807,12.296925,22.17
62716,2.361438,9.753180,23.43
62717,2.343811,9.868332,23.80
62718,2.088275,7.720881,25.40
62719,2.129524,8.253130,25.68
62720,2.570343,11.297935,24.83
62721,2.663773,12.165463,24.89
62722,2.170309,7.686216,27.14
62723,2.173767,8.260817,26.97
62724,2.174303,7.432257,27.50
62725,2.123373,6.961215,27.83
62726,2.283151,8.120227,27.28
62727,1.848047,5.660449,29.02
62728,1.849040,6.104003,28.91
62729,1.950554,6.646836,28.71
62730,1.913157,6.096842,29.15
62731,1.912720,5.981641,29.17
62732,2.082369,7.001071,28.31
62733,2.309096,8.897711,27.01
62734,2.315203,9.281531,26.57
62735,2.295884,8.689074,26.70
62736,2.206594,8.247344,26.96
62737,2.086283,7.017958,27.84
62738,1.981311,6.392191,28.49
62739,1.955070,6.196155,28.85
62740,2.282320,8.395003,27.57
62741,2.483125,11.452546,26.08
62742,2.549365,12.101741,25.48
62743,2.613630,12.292686,24.86
62744,2.478817,10.385040,24.86
62745,2.433921,9.593238,24.46
62746,2.653997,11.319902,23.03
62747,2.682132,12.464458,22.05
62748,2.557468,11.413445,22.15
62749,2.671685,12.176594,21.78
62750,2.759444,14.509004,19.21
62751,2.479393,10.676763,20.32
62752,2.580423,11.835664,19.75
62753,2.721665,12.747921,19.52
62754,2.560311,11.451996,20.21
62755,2.235641,8.071995,22.04
62756,2.538764,10.877714,21.05
62757,2.672294,12.051584,20.84
62758,2.646349,12.457394,20.85
62759,2.323157,10.201577,21.80
62760,2.418000,10.067703,21.89
62761,2.482070,9.591714,22.17
62762,2.316691,8.704412,22.83
62763,2.485038,9.751141,22.77
62764,2.724238,11.995175,22.51
62765,3.028049,15.524776,21.89
62766,2.860291,13.785501,22.64
62767,3.137256,16.688850,21.78
62768,2.983960,16.174456,21.59
62769,2.469495,10.667493,22.72
62770,2.298964,9.077505,22.59
62771,2.319756,9.239264,21.85
62772,2.397906,9.279309,21.44
62773,2.276724,8.390634,21.91
62774,2.369182,8.932211,21.99
62775,2.256331,8.328085,22.92
62776,2.360742,9.168576,23.17
62777,2.820194,12.635111,22.42
62778,2.802159,13.080075,22.59
62779,2.768558,12.586108,22.81
62780,2.581707,11.308149,23.12
62781,2.461266,10.004305,23.34
62782,2.168629,8.284411,23.73
62783,2.105415,7.629556,23.84
62784,2.067289,7.056725,24.13
62785,2.238934,8.741007,23.28
62786,2.099394,7.689195,24.00
62787,2.293944,9.527872,23.17
62788,2.247535,9.010827,23.44
62789,2.197645,7.782662,24.11
62790,1.910484,6.138165,25.22
62791,2.034336,6.630501,25.08
62792,2.110658,7.329023,24.97
62793,2.308886,8.570848,24.67
62794,2.421407,9.238512,24.49
62795,2.556909,10.260695,23.89
62796,2.384233,9.122886,23.99
62797,2.483231,9.999907,22.94
62798,2.279025,8.577422,22.75
62799,2.225983,8.203579,22.24
62800,2.207965,8.436808,21.82
62801,2.434847,9.733823,21.20
62802,2.461773,10.629033,21.13
62803,2.474477,10.534883,21.45
62804,2.768438,13.347431,20.57
62805,2.942170,14.850952,20.13
62806,2.971066,15.304999,19.87
62807,2.744594,12.749636,20.38
62808,2.840882,13.823344,19.82
62809,2.842646,13.596581,19.86
62810,2.676838,12.503961,20.41
62811,2.668182,13.736989,20.40
62812,2.596999,11.648396,21.60
62813,2.724048,12.175138,21.91
62814,2.612604,11.118016,22.60
62815,2.639400,11.521794,22.51
62816,2.307499,8.783366,23.56
62817,2.191073,8.551925,23.40
62818,2.665893,12.108124,21.50
62819,2.800725,13.697157,20.77
62820,3.059303,16.153708,20.17
62821,3.448108,20.476126,19.53
62822,3.468340,19.487614,20.36
62823,3.340481,18.712038,20.89
62824,3.807573,23.838057,19.94
62825,3.078771,17.239927,21.26
62826,2.566206,10.878425,22.95
62827,2.475586,10.427355,22.56
62828,2.719688,11.813181,21.60
62829,2.531187,10.780605,21.86
62830,2.251319,8.767821,22.81
62831,2.223304,8.384637,23.26
62832,2.181778,7.985854,23.76
62833,2.214342,8.092149,23.99
62834,1.996274,6.606788,25.05
62835,1.887163,6.411577,25.24
62836,2.093218,8.029731,24.23
62837,2.327003,9.460575,23.44
62838,2.329370,9.025606,23.53
62839,2.402698,9.529512,23.27
62840,2.513207,10.884488,22.74
62841,2.491518,10.264814,23.00
62842,2.500011,10.706091,22.76
62843,2.609221,12.077728,22.11
62844,2.681642,12.437290,21.77
62845,2.284407,8.559552,23.14
62846,2.448280,9.785585,22.40
62847,2.483991,9.543586,22.56
62848,2.433548,9.113194,23.12
62849,2.072822,6.930098,24.96
62850,2.442146,9.161216,24.26
62851,2.633846,11.294695,23.69
62852,2.668243,11.960785,23.48
62853,2.404351,9.624726,24.16
62854,2.278218,8.322640,24.20
62855,2.391112,9.174747,23.09
62856,2.713184,10.854876,21.66
62857,2.560227,9.560151,21.78
62858,2.424709,9.612760,21.63
62859,2.434159,9.682950,21.60
62860,2.726698,11.757372,20.84
62861,3.311409,17.144091,19.27
62862,2.980380,14.712477,19.97
62863,2.606199,11.049111,21.27
62864,2.646344,10.900391,21.50
62865,2.805811,12.541687,21.26
62866,2.495500,10.131217,22.61
62867,2.642961,11.250747,22.53
62868,2.580152,10.813054,22.92
62869,2.620657,11.193002,22.78
62870,2.961404,14.393816,21.51
62871,2.904623,14.196513,21.32
62872,2.406704,10.602419,22.36
62873,2.341062,9.369597,22.79
62874,2.268138,8.995588,23.02
62875,2.419191,9.951749,22.69
62876,2.467965,10.356824,22.64
62877,2.595387,10.450555,22.66
62878,2.808990,11.991233,22.04
62879,2.825061,12.746650,21.68
62880,2.869578,13.338779,21.38
62881,2.683837,12.169021,21.70
62882,2.621633,12.370824,21.65
62883,2.444335,9.583192,22.89
62884,2.048779,7.072595,24.38
62885,2.037872,6.636669,24.82
62886,2.173311,7.654021,24.29
62887,2.174905,8.004951,24.10
62888,2.400056,9.536906,23.26
62889,2.645940,11.101446,22.46
62890,2.295190,9.023266,23.17
62891,2.232559,8.525021,23.25
62892,2.317334,8.754854,23.05
62893,2.560505,10.634142,22.23
62894,2.758870,12.876598,21.58
62895,2.867112,15.026814,21.13
62896,2.996318,15.703713,21.12
62897,3.200104,17.996189,20.60
62898,3.118300,17.438887,20.70
62899,2.938754,16.296631,20.84
62900,2.868689,14.711126,21.17
62901,2.886906,14.981871,21.08
62902,2.926571,14.887918,21.28
62903,3.243840,16.593172,21.16
62904,3.344357,17.340696,21.39
62905,3.256980,17.627293,21.77
62906,3.278696,18.807961,21.70
62907,3.273375,19.321667,21.59
62908,2.990433,14.872733,22.59
62909,2.909666,13.652322,22.70
62910,2.803160,12.827516,22.58
62911,3.254163,17.613491,20.96
62912,2.702081,13.289775,22.07
62913,2.738141,13.038432,22.11
62914,2.622363,12.040664,22.47
62915,2.812256,12.735000,22.27
62916,2.835044,13.132523,22.20
62917,2.734404,12.016715,22.56
62918,2.609097,11.987145,22.46
62919,2.502699,11.209416,22.51
62920,2.282214,9.911719,22.74
62921,2.062946,8.135377,23.27
62922,2.137955,7.828730,23.26
62923,2.200392,8.609697,22.86
62924,2.450410,10.483212,22.25
62925,2.644405,12.064860,22.02
62926,2.592879,11.180442,22.60
62927,2.529772,10.679099,22.90
62928,2.442308,9.691530,23.25
62929,2.396252,8.944593,23.39
62930,2.442267,9.282187,22.94
62931,2.652773,11.989437,21.73
62932,2.978466,15.744735,20.69
62933,2.929361,15.396111,21.17
62934,2.851574,15.120986,21.78
62935,2.862699,14.666507,22.42
62936,2.531211,10.632949,24.25
62937,2.499958,9.819876,24.86
62938,2.689758,11.833775,24.15
62939,2.608622,11.620432,24.16
62940,2.468535,10.142779,24.60
62941,2.261340,8.318422,25.25
62942,2.451055,10.054235,24.27
62943,2.886059,14.278193,22.66
62944,3.113117,16.578936,22.00
62945,3.281658,18.021021,21.69
62946,3.229870,17.023544,22.01
62947,2.957706,14.493923,22.79
62948,2.744545,12.534707,23.52
62949,2.861247,13.076640,23.43
62950,2.589926,10.735594,24.40
62951,2.374946,9.305800,25.09
